ID_Medicamento,Nome,Tipo,Dosagem
1831,Morning,Pomada,395mg
1832,Choose,Comprimido,99mg
1833,Would,Injeção,396mg
1834,Tv,Comprimido,11mg
1835,Compare,Comprimido,146mg
1836,Hard,Comprimido,232mg
1837,Reason,Injeção,330mg
1838,Young,Xarope,254mg
1839,Simple,Comprimido,154mg
1840,Case,Xarope,404mg
1841,Week,Xarope,241mg
1842,Modern,Cápsula,71mg
1843,Floor,Pomada,67mg
1844,Room,Pomada,216mg
1845,Away,Pomada,92mg
1846,Claim,Xarope,371mg
1847,Whatever,Pomada,6mg
1848,Another,Comprimido,206mg
1849,Everybody,Xarope,471mg
1850,Watch,Pomada,127mg
1851,No,Xarope,263mg
1852,Piece,Xarope,423mg
1853,Let,Comprimido,386mg
1854,Even,Injeção,426mg
1855,Century,Comprimido,487mg
1856,But,Cápsula,427mg
1857,Call,Comprimido,25mg
1858,Right,Injeção,188mg
1859,Then,Xarope,457mg
1860,Edge,Xarope,146mg
1861,Mission,Cápsula,231mg
1862,Simply,Xarope,113mg
1863,Side,Injeção,248mg
1864,Close,Xarope,1mg
1865,Exist,Pomada,388mg
1866,Move,Comprimido,40mg
1867,Standard,Xarope,220mg
1868,Understand,Comprimido,199mg
1869,Camera,Comprimido,294mg
1870,Design,Xarope,384mg
1871,Example,Xarope,369mg
1872,Rich,Xarope,161mg
1873,Successful,Cápsula,205mg
1874,Democrat,Xarope,494mg
1875,Our,Injeção,40mg
1876,Investment,Xarope,254mg
1877,Treatment,Xarope,467mg
1878,Physical,Comprimido,178mg
1879,Size,Pomada,30mg
1880,Book,Comprimido,69mg
1881,Or,Pomada,111mg
1882,Lead,Cápsula,94mg
1883,Sense,Comprimido,413mg
1884,Think,Comprimido,237mg
1885,Few,Cápsula,303mg
1886,Student,Pomada,257mg
1887,White,Xarope,62mg
1888,Whatever,Injeção,141mg
1889,State,Injeção,471mg
1890,Party,Comprimido,101mg
1891,Line,Injeção,266mg
1892,Former,Xarope,487mg
1893,Measure,Pomada,130mg
1894,Wish,Xarope,204mg
1895,Lead,Xarope,131mg
1896,Pull,Cápsula,273mg
1897,Between,Pomada,138mg
1898,Mother,Cápsula,354mg
1899,Group,Xarope,224mg
1900,Last,Pomada,261mg
1901,Those,Pomada,206mg
1902,Officer,Comprimido,150mg
1903,Allow,Comprimido,42mg
1904,Remember,Xarope,438mg
1905,Republican,Cápsula,500mg
1906,Material,Xarope,310mg
1907,Fill,Cápsula,388mg
1908,Near,Cápsula,142mg
1909,Answer,Pomada,497mg
1910,Same,Xarope,433mg
1911,Bar,Pomada,115mg
1912,Play,Pomada,448mg
1913,Analysis,Xarope,378mg
1914,Author,Injeção,9mg
1915,Series,Injeção,460mg
1916,Night,Injeção,139mg
1917,Discussion,Pomada,399mg
1918,Single,Pomada,291mg
1919,Number,Xarope,135mg
1920,Upon,Injeção,181mg
1921,Take,Cápsula,474mg
1922,Easy,Xarope,168mg
1923,Trip,Injeção,327mg
1924,Change,Cápsula,358mg
1925,According,Xarope,170mg
1926,Relate,Comprimido,228mg
1927,Us,Cápsula,138mg
1928,Space,Xarope,323mg
1929,Return,Comprimido,272mg
1930,Dark,Comprimido,444mg
1931,None,Injeção,449mg
1932,Rock,Cápsula,466mg
1933,Benefit,Comprimido,481mg
1934,Big,Cápsula,272mg
1935,Month,Pomada,485mg
1936,Politics,Comprimido,379mg
1937,Time,Cápsula,450mg
1938,Authority,Comprimido,290mg
1939,Owner,Cápsula,145mg
1940,Include,Comprimido,346mg
1941,Myself,Cápsula,221mg
1942,Defense,Pomada,397mg
1943,Help,Pomada,54mg
1944,Within,Xarope,263mg
1945,Four,Injeção,57mg
1946,Last,Cápsula,63mg
1947,Card,Cápsula,191mg
1948,Investment,Comprimido,219mg
1949,Language,Injeção,435mg
1950,Unit,Xarope,11mg
1951,Professor,Pomada,121mg
1952,Draw,Injeção,233mg
1953,Us,Cápsula,424mg
1954,Imagine,Xarope,126mg
1955,Anything,Cápsula,125mg
1956,Executive,Xarope,357mg
1957,Generation,Comprimido,390mg
1958,Hard,Cápsula,476mg
1959,May,Xarope,90mg
1960,The,Comprimido,18mg
1961,Several,Xarope,235mg
1962,Part,Pomada,337mg
1963,Clearly,Cápsula,382mg
1964,Practice,Comprimido,439mg
1965,Fact,Pomada,260mg
1966,Bank,Pomada,499mg
1967,Scientist,Pomada,68mg
1968,Whose,Comprimido,285mg
1969,Him,Cápsula,308mg
1970,Relate,Pomada,177mg
1971,Law,Cápsula,303mg
1972,Star,Xarope,64mg
1973,Ball,Comprimido,402mg
1974,Turn,Pomada,298mg
1975,Reveal,Injeção,373mg
1976,Fast,Comprimido,247mg
1977,Play,Xarope,35mg
1978,Day,Cápsula,285mg
1979,Another,Injeção,98mg
1980,Force,Comprimido,10mg
1981,Order,Injeção,369mg
1982,Leave,Injeção,163mg
1983,Student,Injeção,67mg
1984,Have,Cápsula,403mg
1985,Manage,Xarope,38mg
1986,Once,Injeção,487mg
1987,Say,Xarope,400mg
1988,Doctor,Comprimido,479mg
1989,Prevent,Injeção,265mg
1990,Language,Pomada,301mg
1991,Will,Comprimido,198mg
1992,Star,Injeção,85mg
1993,Institution,Xarope,270mg
1994,Class,Xarope,202mg
1995,What,Xarope,435mg
1996,Test,Cápsula,219mg
1997,Key,Injeção,27mg
1998,When,Cápsula,222mg
1999,Sister,Pomada,143mg
2000,Visit,Pomada,274mg
2001,Often,Xarope,169mg
2002,Any,Injeção,211mg
2003,Fact,Xarope,429mg
2004,Finish,Comprimido,262mg
2005,Sure,Xarope,181mg
2006,When,Comprimido,252mg
2007,Beyond,Injeção,463mg
2008,Most,Comprimido,402mg
2009,Then,Xarope,88mg
2010,Reveal,Injeção,200mg
2011,Amount,Xarope,454mg
2012,Skill,Pomada,210mg
2013,Exactly,Comprimido,434mg
2014,Authority,Cápsula,434mg
2015,News,Comprimido,41mg
2016,Drug,Cápsula,398mg
2017,Sport,Xarope,451mg
2018,Little,Pomada,282mg
2019,Involve,Comprimido,70mg
2020,Similar,Cápsula,441mg
2021,Follow,Comprimido,269mg
2022,Provide,Xarope,315mg
2023,Point,Injeção,124mg
2024,Way,Xarope,386mg
2025,Society,Injeção,342mg
2026,Cost,Xarope,215mg
2027,Season,Xarope,121mg
2028,Thing,Comprimido,275mg
2029,Program,Cápsula,487mg
2030,President,Injeção,216mg
2031,Maybe,Cápsula,228mg
2032,Still,Injeção,324mg
2033,Talk,Pomada,179mg
2034,Street,Comprimido,161mg
2035,Federal,Cápsula,68mg
2036,Most,Xarope,151mg
2037,Force,Xarope,47mg
2038,Wish,Pomada,348mg
2039,Tough,Comprimido,433mg
2040,Chance,Comprimido,163mg
2041,Truth,Pomada,86mg
2042,Theory,Injeção,5mg
2043,Candidate,Comprimido,104mg
2044,Where,Xarope,85mg
2045,Such,Injeção,334mg
2046,East,Xarope,253mg
2047,Capital,Pomada,164mg
2048,Decide,Xarope,283mg
2049,Bag,Pomada,347mg
2050,Impact,Cápsula,107mg
2051,Prepare,Injeção,30mg
2052,Consumer,Pomada,397mg
2053,Start,Cápsula,226mg
2054,Computer,Comprimido,19mg
2055,Skill,Injeção,287mg
2056,Congress,Injeção,126mg
2057,Push,Comprimido,429mg
2058,Without,Xarope,76mg
2059,East,Pomada,134mg
2060,Can,Pomada,188mg
2061,Want,Pomada,88mg
2062,Sort,Injeção,370mg
2063,Nature,Comprimido,190mg
2064,Degree,Injeção,343mg
2065,Discover,Pomada,173mg
2066,Mother,Injeção,111mg
2067,Amount,Cápsula,277mg
2068,Listen,Injeção,403mg
2069,Old,Pomada,396mg
2070,May,Comprimido,332mg
2071,Policy,Comprimido,348mg
2072,Mouth,Cápsula,91mg
2073,Beautiful,Cápsula,377mg
2074,Skin,Pomada,73mg
2075,Account,Injeção,42mg
2076,Meet,Injeção,37mg
2077,Edge,Pomada,453mg
2078,Compare,Injeção,166mg
2079,Our,Injeção,206mg
2080,More,Cápsula,134mg
2081,Trip,Injeção,88mg
2082,Set,Pomada,125mg
2083,Worry,Xarope,435mg
2084,Mind,Pomada,297mg
2085,Tree,Comprimido,273mg
2086,Sing,Pomada,467mg
2087,Six,Comprimido,16mg
2088,Stock,Pomada,384mg
2089,South,Xarope,110mg
2090,Month,Cápsula,351mg
2091,Its,Cápsula,255mg
2092,Analysis,Cápsula,404mg
2093,Five,Xarope,232mg
2094,Huge,Pomada,247mg
2095,Benefit,Cápsula,3mg
2096,Challenge,Cápsula,320mg
2097,Position,Cápsula,339mg
2098,Authority,Xarope,394mg
2099,Month,Xarope,226mg
2100,Article,Cápsula,406mg
2101,Event,Comprimido,491mg
2102,Audience,Pomada,96mg
2103,Analysis,Cápsula,153mg
2104,End,Injeção,2mg
2105,Share,Injeção,404mg
2106,Shake,Injeção,493mg
2107,Plan,Cápsula,3mg
2108,Different,Comprimido,248mg
2109,Choose,Cápsula,132mg
2110,Money,Cápsula,36mg
2111,Organization,Xarope,202mg
2112,Chair,Injeção,188mg
2113,Candidate,Comprimido,77mg
2114,Generation,Injeção,196mg
2115,Give,Injeção,377mg
2116,Around,Comprimido,27mg
2117,Total,Cápsula,423mg
2118,There,Pomada,240mg
2119,Against,Injeção,185mg
2120,Respond,Xarope,450mg
2121,Product,Cápsula,102mg
2122,Help,Comprimido,214mg
2123,Heart,Xarope,109mg
2124,Station,Pomada,357mg
2125,Apply,Xarope,3mg
2126,Kid,Cápsula,123mg
2127,Support,Comprimido,290mg
2128,Tax,Cápsula,163mg
2129,Employee,Cápsula,121mg
2130,Cause,Pomada,78mg
2131,Buy,Xarope,318mg
2132,Break,Xarope,225mg
2133,State,Comprimido,139mg
2134,Group,Cápsula,145mg
2135,Wide,Pomada,76mg
2136,Serious,Xarope,15mg
2137,Area,Pomada,470mg
2138,Single,Pomada,95mg
2139,Really,Injeção,473mg
2140,Yet,Cápsula,15mg
2141,Then,Xarope,49mg
2142,Become,Xarope,221mg
2143,New,Cápsula,185mg
2144,Minute,Xarope,464mg
2145,Month,Xarope,270mg
2146,Movie,Cápsula,35mg
2147,Ever,Cápsula,181mg
2148,Give,Xarope,269mg
2149,Company,Xarope,200mg
2150,Here,Pomada,388mg
2151,Fear,Injeção,61mg
2152,Dark,Cápsula,351mg
2153,Guess,Pomada,214mg
2154,And,Pomada,129mg
2155,World,Cápsula,330mg
2156,Involve,Cápsula,369mg
2157,Wait,Cápsula,252mg
2158,Administration,Injeção,239mg
2159,Thank,Cápsula,114mg
2160,Top,Comprimido,234mg
2161,Box,Comprimido,82mg
2162,Force,Comprimido,292mg
2163,Report,Comprimido,322mg
2164,Life,Injeção,311mg
2165,Give,Xarope,300mg
2166,Help,Injeção,156mg
2167,Who,Pomada,126mg
2168,Great,Pomada,66mg
2169,Lot,Xarope,442mg
2170,Moment,Comprimido,232mg
2171,Protect,Injeção,382mg
2172,Have,Injeção,344mg
2173,Theory,Pomada,482mg
2174,Particularly,Cápsula,181mg
2175,Article,Xarope,267mg
2176,Agree,Pomada,375mg
2177,The,Cápsula,465mg
2178,Of,Pomada,408mg
2179,Forward,Injeção,172mg
2180,Watch,Comprimido,478mg
2181,Animal,Cápsula,392mg
2182,Here,Xarope,4mg
2183,Night,Comprimido,425mg
2184,You,Cápsula,286mg
2185,Campaign,Comprimido,38mg
2186,Body,Injeção,457mg
2187,Science,Injeção,409mg
2188,Mouth,Injeção,93mg
2189,Just,Cápsula,175mg
2190,Wait,Cápsula,34mg
2191,Scene,Comprimido,284mg
2192,Break,Injeção,342mg
2193,Hundred,Pomada,79mg
2194,Right,Pomada,264mg
2195,Service,Cápsula,150mg
2196,Happen,Injeção,323mg
2197,Meet,Xarope,189mg
2198,Poor,Comprimido,53mg
2199,Billion,Pomada,43mg
2200,Idea,Xarope,345mg
2201,Almost,Cápsula,380mg
2202,Sometimes,Injeção,37mg
2203,Than,Injeção,371mg
2204,Light,Injeção,328mg
2205,Paper,Cápsula,109mg
2206,Road,Xarope,98mg
2207,Able,Cápsula,488mg
2208,Her,Comprimido,478mg
2209,History,Xarope,48mg
2210,Test,Pomada,92mg
2211,Whom,Injeção,130mg
2212,Ability,Pomada,196mg
2213,Less,Injeção,270mg
2214,Under,Injeção,132mg
2215,Particular,Injeção,154mg
2216,Middle,Xarope,304mg
2217,Word,Pomada,285mg
2218,Moment,Xarope,99mg
2219,Particularly,Xarope,419mg
2220,Few,Comprimido,253mg
2221,Pick,Pomada,475mg
2222,Relationship,Injeção,126mg
2223,Live,Comprimido,283mg
2224,Time,Xarope,184mg
2225,Program,Pomada,179mg
2226,Writer,Cápsula,388mg
2227,Think,Pomada,192mg
2228,Should,Pomada,249mg
2229,Strategy,Cápsula,371mg
2230,Center,Comprimido,140mg
2231,Radio,Comprimido,92mg
2232,Us,Injeção,419mg
2233,Inside,Pomada,106mg
2234,Fact,Cápsula,476mg
2235,Tough,Comprimido,271mg
2236,Same,Pomada,23mg
2237,Never,Xarope,369mg
2238,Modern,Pomada,148mg
2239,Dark,Comprimido,216mg
2240,Eye,Pomada,378mg
2241,Add,Cápsula,322mg
2242,Toward,Comprimido,276mg
2243,Director,Comprimido,386mg
2244,Tonight,Injeção,65mg
2245,Nation,Comprimido,80mg
2246,Discussion,Cápsula,459mg
2247,Group,Cápsula,58mg
2248,Strong,Xarope,318mg
2249,Recently,Pomada,223mg
2250,Strong,Injeção,178mg
2251,Anyone,Pomada,91mg
2252,Policy,Injeção,294mg
2253,While,Cápsula,351mg
2254,Ten,Comprimido,138mg
2255,Toward,Cápsula,20mg
2256,Catch,Xarope,60mg
2257,Final,Xarope,326mg
2258,Board,Comprimido,328mg
2259,Mean,Comprimido,389mg
2260,Three,Cápsula,443mg
2261,Difficult,Injeção,45mg
2262,Role,Comprimido,33mg
2263,Thing,Injeção,346mg
2264,Reveal,Pomada,426mg
2265,East,Injeção,470mg
2266,World,Xarope,451mg
2267,Avoid,Xarope,370mg
2268,Support,Pomada,237mg
2269,Shoulder,Cápsula,199mg
2270,Share,Injeção,73mg
2271,Can,Injeção,99mg
2272,Institution,Cápsula,82mg
2273,Including,Comprimido,56mg
2274,Floor,Xarope,307mg
2275,Window,Pomada,295mg
2276,Media,Pomada,49mg
2277,Current,Injeção,294mg
2278,Stay,Pomada,380mg
2279,Town,Injeção,158mg
2280,While,Comprimido,289mg
2281,Majority,Comprimido,197mg
2282,Oil,Comprimido,180mg
2283,Campaign,Comprimido,435mg
2284,Couple,Cápsula,8mg
2285,Various,Comprimido,13mg
2286,Process,Comprimido,404mg
2287,Share,Xarope,161mg
2288,Arrive,Injeção,270mg
2289,Deep,Pomada,27mg
2290,Beat,Cápsula,217mg
2291,Board,Cápsula,145mg
2292,Capital,Cápsula,356mg
2293,Focus,Xarope,220mg
2294,Citizen,Pomada,356mg
2295,Itself,Injeção,147mg
2296,Which,Comprimido,6mg
2297,Million,Cápsula,384mg
2298,Difficult,Cápsula,292mg
2299,Live,Cápsula,286mg
2300,Energy,Injeção,137mg
2301,Newspaper,Cápsula,166mg
2302,Total,Injeção,148mg
2303,If,Xarope,65mg
2304,Left,Injeção,348mg
2305,Provide,Injeção,117mg
2306,Team,Pomada,398mg
2307,Rich,Injeção,103mg
2308,Alone,Pomada,393mg
2309,Feel,Cápsula,406mg
2310,Reveal,Cápsula,350mg
2311,Single,Comprimido,196mg
2312,Each,Injeção,180mg
2313,Beyond,Cápsula,484mg
2314,Its,Cápsula,31mg
2315,Music,Xarope,17mg
2316,Itself,Pomada,383mg
2317,Place,Xarope,427mg
2318,Across,Comprimido,280mg
2319,Do,Injeção,228mg
2320,See,Pomada,133mg
2321,Traditional,Comprimido,146mg
2322,Star,Xarope,403mg
2323,Eat,Xarope,59mg
2324,Finish,Comprimido,424mg
2325,Top,Pomada,493mg
2326,Participant,Pomada,200mg
2327,Challenge,Comprimido,22mg
2328,Reveal,Injeção,80mg
2329,Tax,Injeção,375mg
2330,Minute,Cápsula,456mg
2331,Financial,Comprimido,381mg
2332,Feel,Comprimido,300mg
2333,Move,Xarope,306mg
2334,Staff,Pomada,116mg
2335,Painting,Pomada,295mg
2336,Particularly,Injeção,458mg
2337,How,Cápsula,143mg
2338,Certain,Pomada,39mg
2339,Recent,Pomada,290mg
2340,Own,Cápsula,426mg
2341,Threat,Xarope,107mg
2342,Reflect,Injeção,221mg
2343,Degree,Comprimido,214mg
2344,Week,Comprimido,128mg
2345,Writer,Xarope,300mg
2346,Future,Injeção,239mg
2347,National,Cápsula,182mg
2348,Carry,Xarope,417mg
2349,Special,Injeção,202mg
2350,Section,Xarope,86mg
2351,Laugh,Xarope,77mg
2352,Door,Pomada,486mg
2353,Quickly,Comprimido,341mg
2354,Sit,Cápsula,161mg
2355,Indicate,Xarope,118mg
2356,Total,Xarope,246mg
2357,Chair,Cápsula,146mg
2358,Probably,Cápsula,326mg
2359,Gun,Injeção,99mg
2360,Size,Pomada,133mg
2361,Hit,Xarope,114mg
2362,Recognize,Pomada,283mg
2363,Make,Cápsula,71mg
2364,Note,Xarope,215mg
2365,Thus,Comprimido,29mg
2366,Election,Comprimido,232mg
2367,Fund,Pomada,40mg
2368,Economic,Injeção,159mg
2369,Direction,Pomada,211mg
2370,Blue,Xarope,427mg
2371,Matter,Injeção,154mg
2372,Glass,Cápsula,71mg
2373,Wear,Xarope,38mg
2374,Key,Xarope,358mg
2375,Course,Injeção,313mg
2376,Defense,Cápsula,460mg
2377,Enough,Comprimido,181mg
2378,Though,Pomada,389mg
2379,Yourself,Xarope,315mg
2380,Member,Xarope,454mg
2381,Assume,Comprimido,90mg
2382,Right,Injeção,444mg
2383,Leader,Cápsula,257mg
2384,Choice,Cápsula,368mg
2385,Sort,Injeção,351mg
2386,A,Cápsula,338mg
2387,Shoulder,Comprimido,163mg
2388,Visit,Xarope,383mg
2389,Whole,Injeção,486mg
2390,Cell,Injeção,39mg
2391,Protect,Comprimido,139mg
2392,New,Pomada,473mg
2393,Easy,Cápsula,189mg
2394,Culture,Pomada,259mg
2395,Group,Xarope,358mg
2396,Indeed,Injeção,35mg
2397,Per,Comprimido,335mg
2398,Son,Injeção,144mg
2399,Around,Injeção,278mg
2400,Through,Injeção,118mg
2401,Shoulder,Xarope,345mg
2402,Common,Injeção,40mg
2403,Change,Injeção,169mg
2404,His,Xarope,246mg
2405,Leave,Injeção,197mg
2406,Ability,Injeção,326mg
2407,Test,Injeção,141mg
2408,Back,Injeção,272mg
2409,Life,Injeção,186mg
2410,Light,Cápsula,15mg
2411,Force,Injeção,371mg
2412,Teacher,Comprimido,377mg
2413,Above,Injeção,291mg
2414,Instead,Pomada,335mg
2415,Less,Injeção,65mg
2416,Experience,Cápsula,348mg
2417,See,Injeção,117mg
2418,Entire,Pomada,152mg
2419,Would,Injeção,196mg
2420,Law,Pomada,328mg
2421,Admit,Comprimido,54mg
2422,Agent,Xarope,494mg
2423,Daughter,Injeção,416mg
2424,Trip,Cápsula,91mg
2425,Care,Xarope,162mg
2426,Lose,Injeção,178mg
2427,Bag,Xarope,78mg
2428,Tend,Comprimido,272mg
2429,Floor,Injeção,113mg
2430,Rate,Cápsula,59mg
2431,When,Pomada,182mg
2432,Fight,Comprimido,199mg
2433,State,Pomada,411mg
2434,Road,Pomada,460mg
2435,Third,Cápsula,77mg
2436,Author,Injeção,10mg
2437,Campaign,Pomada,433mg
2438,Change,Pomada,267mg
2439,Democratic,Injeção,399mg
2440,Hot,Cápsula,332mg
2441,Democrat,Comprimido,261mg
2442,Five,Pomada,301mg
2443,Produce,Pomada,162mg
2444,Decade,Injeção,12mg
2445,Energy,Injeção,471mg
2446,Skill,Pomada,225mg
2447,Fine,Xarope,155mg
2448,Majority,Injeção,51mg
2449,Write,Cápsula,49mg
2450,First,Cápsula,117mg
2451,Test,Xarope,395mg
2452,Arrive,Comprimido,323mg
2453,Serious,Xarope,20mg
2454,Near,Comprimido,457mg
2455,Finally,Injeção,265mg
2456,Among,Xarope,304mg
2457,Success,Injeção,365mg
2458,Include,Pomada,484mg
2459,Candidate,Comprimido,451mg
2460,Cut,Xarope,219mg
2461,It,Cápsula,250mg
2462,Company,Cápsula,331mg
2463,Really,Pomada,327mg
2464,Leader,Comprimido,439mg
2465,Name,Xarope,393mg
2466,Fight,Injeção,380mg
2467,Main,Comprimido,154mg
2468,Leader,Comprimido,58mg
2469,All,Injeção,282mg
2470,Look,Xarope,365mg
2471,Of,Comprimido,217mg
2472,Serve,Comprimido,257mg
2473,Television,Injeção,388mg
2474,Question,Cápsula,395mg
2475,Wait,Injeção,54mg
2476,Democrat,Xarope,332mg
2477,Course,Cápsula,364mg
2478,Fight,Xarope,204mg
2479,Level,Pomada,306mg
2480,War,Comprimido,328mg
2481,Collection,Injeção,354mg
2482,Camera,Cápsula,271mg
2483,Director,Comprimido,281mg
2484,Land,Comprimido,286mg
2485,Federal,Injeção,273mg
2486,Them,Comprimido,276mg
2487,Agree,Xarope,101mg
2488,Page,Xarope,433mg
2489,About,Cápsula,119mg
2490,Five,Comprimido,399mg
2491,Get,Pomada,321mg
2492,Long,Cápsula,347mg
2493,Foreign,Injeção,346mg
2494,Market,Injeção,28mg
2495,View,Cápsula,95mg
2496,Race,Cápsula,427mg
2497,Still,Cápsula,154mg
2498,Until,Cápsula,429mg
2499,Soon,Comprimido,338mg
2500,It,Comprimido,500mg
2501,Pattern,Xarope,468mg
2502,Democratic,Comprimido,44mg
2503,Even,Cápsula,395mg
2504,Court,Pomada,469mg
2505,Economic,Cápsula,181mg
2506,Create,Pomada,121mg
2507,Effort,Cápsula,110mg
2508,Term,Cápsula,20mg
2509,Happy,Pomada,451mg
2510,Newspaper,Pomada,357mg
2511,Fly,Xarope,46mg
2512,For,Xarope,336mg
2513,Eat,Xarope,400mg
2514,Do,Pomada,149mg
2515,Tax,Xarope,386mg
2516,Western,Pomada,214mg
2517,Both,Xarope,158mg
2518,Take,Xarope,259mg
2519,Say,Pomada,165mg
2520,Central,Xarope,145mg
2521,Coach,Injeção,69mg
2522,Usually,Xarope,414mg
2523,Middle,Injeção,359mg
2524,And,Injeção,203mg
2525,A,Cápsula,84mg
2526,Next,Pomada,461mg
2527,Door,Comprimido,346mg
2528,Can,Pomada,8mg
2529,Military,Xarope,156mg
2530,Because,Cápsula,113mg
2531,Bed,Cápsula,337mg
2532,Movement,Comprimido,398mg
2533,Phone,Xarope,380mg
2534,Rise,Injeção,124mg
2535,Throw,Cápsula,330mg
2536,Since,Cápsula,440mg
2537,Difficult,Xarope,153mg
2538,Enjoy,Cápsula,166mg
2539,Still,Cápsula,153mg
2540,As,Cápsula,435mg
2541,Almost,Cápsula,353mg
2542,Experience,Injeção,60mg
2543,Bad,Comprimido,235mg
2544,Guess,Injeção,197mg
2545,Company,Cápsula,405mg
2546,Court,Pomada,98mg
2547,While,Xarope,282mg
2548,Anyone,Pomada,341mg
2549,Degree,Cápsula,62mg
2550,See,Pomada,323mg
2551,President,Xarope,124mg
2552,Brother,Pomada,485mg
2553,Another,Comprimido,134mg
2554,Community,Injeção,497mg
2555,Win,Comprimido,54mg
2556,Career,Injeção,67mg
2557,Without,Cápsula,129mg
2558,According,Pomada,312mg
2559,Lead,Injeção,332mg
2560,Without,Xarope,363mg
2561,People,Xarope,444mg
2562,Statement,Comprimido,34mg
2563,Former,Comprimido,496mg
2564,Will,Comprimido,111mg
2565,To,Pomada,279mg
2566,Very,Comprimido,317mg
2567,Investment,Comprimido,463mg
2568,Threat,Cápsula,69mg
2569,Increase,Pomada,319mg
2570,Report,Comprimido,311mg
2571,Clearly,Comprimido,409mg
2572,Use,Comprimido,243mg
2573,Body,Cápsula,463mg
2574,Responsibility,Pomada,437mg
2575,Seek,Pomada,491mg
2576,Anyone,Comprimido,441mg
2577,Fine,Comprimido,383mg
2578,Want,Xarope,13mg
2579,Lawyer,Comprimido,156mg
2580,Skin,Comprimido,268mg
2581,Blood,Comprimido,133mg
2582,Investment,Injeção,97mg
2583,Rich,Injeção,104mg
2584,A,Comprimido,209mg
2585,Ground,Comprimido,283mg
2586,Summer,Pomada,108mg
2587,Program,Cápsula,294mg
2588,Rock,Cápsula,278mg
2589,Performance,Cápsula,103mg
2590,Either,Pomada,444mg
2591,Catch,Injeção,243mg
2592,Born,Pomada,484mg
2593,Soon,Xarope,169mg
2594,We,Injeção,373mg
2595,Trade,Pomada,270mg
2596,Off,Xarope,366mg
2597,Start,Pomada,258mg
2598,Draw,Pomada,108mg
2599,Adult,Comprimido,149mg
2600,Response,Cápsula,36mg
2601,Never,Pomada,353mg
2602,Write,Cápsula,269mg
2603,Run,Injeção,219mg
2604,Peace,Xarope,414mg
2605,Catch,Cápsula,313mg
2606,Step,Xarope,82mg
2607,Argue,Cápsula,330mg
2608,Until,Xarope,428mg
2609,Question,Pomada,273mg
2610,Hope,Comprimido,365mg
2611,Minute,Pomada,309mg
2612,Strategy,Cápsula,115mg
2613,No,Pomada,54mg
2614,Your,Pomada,434mg
2615,Material,Comprimido,266mg
2616,Significant,Pomada,347mg
2617,Protect,Cápsula,359mg
2618,Decade,Cápsula,301mg
2619,From,Cápsula,357mg
2620,Actually,Comprimido,50mg
2621,Tonight,Comprimido,452mg
2622,Teach,Xarope,410mg
2623,Big,Pomada,344mg
2624,Environmental,Cápsula,382mg
2625,Their,Pomada,187mg
2626,Fund,Pomada,86mg
2627,Game,Injeção,427mg
2628,Away,Comprimido,251mg
2629,Child,Xarope,122mg
2630,Catch,Comprimido,444mg
2631,Land,Injeção,459mg
2632,Involve,Comprimido,197mg
2633,Significant,Xarope,276mg
2634,Body,Xarope,235mg
2635,Leg,Pomada,272mg
2636,Require,Xarope,24mg
2637,Dinner,Pomada,180mg
2638,Person,Cápsula,195mg
2639,Attention,Pomada,373mg
2640,Section,Comprimido,272mg
2641,Behind,Xarope,9mg
2642,Language,Injeção,174mg
2643,Him,Injeção,324mg
2644,Interesting,Xarope,238mg
2645,Until,Comprimido,37mg
2646,Risk,Cápsula,21mg
2647,Cell,Injeção,255mg
2648,One,Xarope,404mg
2649,Issue,Xarope,133mg
2650,Protect,Cápsula,136mg
2651,Art,Xarope,319mg
2652,Beyond,Pomada,494mg
2653,Coach,Comprimido,497mg
2654,Hope,Xarope,189mg
2655,Sound,Pomada,198mg
2656,Air,Injeção,198mg
2657,Bad,Cápsula,73mg
2658,Memory,Comprimido,377mg
2659,Yeah,Pomada,134mg
2660,Hold,Comprimido,254mg
2661,Pressure,Xarope,408mg
2662,Gas,Pomada,479mg
2663,Left,Injeção,83mg
2664,Actually,Cápsula,106mg
2665,Well,Xarope,48mg
2666,Unit,Pomada,78mg
2667,Young,Xarope,161mg
2668,But,Injeção,248mg
2669,Be,Pomada,382mg
2670,Minute,Cápsula,161mg
2671,Design,Injeção,77mg
2672,Son,Comprimido,449mg
2673,Adult,Cápsula,98mg
2674,Need,Comprimido,274mg
2675,Growth,Cápsula,91mg
2676,Her,Injeção,152mg
2677,From,Cápsula,325mg
2678,Question,Comprimido,436mg
2679,Three,Cápsula,247mg
2680,Measure,Cápsula,168mg
2681,You,Cápsula,228mg
2682,Meet,Comprimido,61mg
2683,It,Xarope,30mg
2684,Security,Cápsula,21mg
2685,Large,Comprimido,215mg
2686,Describe,Xarope,442mg
2687,Sometimes,Pomada,333mg
2688,Which,Xarope,117mg
2689,Budget,Xarope,216mg
2690,Notice,Xarope,45mg
2691,Choose,Comprimido,76mg
2692,Worry,Cápsula,384mg
2693,Cold,Cápsula,326mg
2694,Offer,Xarope,495mg
2695,Attack,Cápsula,464mg
2696,Firm,Injeção,145mg
2697,It,Xarope,114mg
2698,Evening,Pomada,479mg
2699,Bed,Cápsula,495mg
2700,Natural,Xarope,390mg
2701,Dog,Comprimido,457mg
2702,Make,Comprimido,416mg
2703,People,Xarope,447mg
2704,Listen,Injeção,220mg
2705,Up,Cápsula,106mg
